id,label,duration_s,n_spans,span_seconds,span_frac,frames_in_span_of8,n_words,empty_text,target,s0_valsel_vote,s0_valsel_pred,s0_valsel_err,s0_valsel_purity_true,s0_valsel_top1_sim,s0_valsel_top1_correct,s0_valsel_first_correct_rank,s0_valsel_wpurity_true,s0_valsel_head_img_pred,s0_valsel_head_txt_pred,s0_final_vote,s0_final_pred,s0_final_err,s0_final_purity_true,s0_final_top1_sim,s0_final_top1_correct,s0_final_first_correct_rank,s0_final_wpurity_true,s0_final_head_img_pred,s0_final_head_txt_pred,s1_valsel_vote,s1_valsel_pred,s1_valsel_err,s1_valsel_purity_true,s1_valsel_top1_sim,s1_valsel_top1_correct,s1_valsel_first_correct_rank,s1_valsel_wpurity_true,s1_valsel_head_img_pred,s1_valsel_head_txt_pred,s1_final_vote,s1_final_pred,s1_final_err,s1_final_purity_true,s1_final_top1_sim,s1_final_top1_correct,s1_final_first_correct_rank,s1_final_wpurity_true,s1_final_head_img_pred,s1_final_head_txt_pred,s2_valsel_vote,s2_valsel_pred,s2_valsel_err,s2_valsel_purity_true,s2_valsel_top1_sim,s2_valsel_top1_correct,s2_valsel_first_correct_rank,s2_valsel_wpurity_true,s2_valsel_head_img_pred,s2_valsel_head_txt_pred,s2_final_vote,s2_final_pred,s2_final_err,s2_final_purity_true,s2_final_top1_sim,s2_final_top1_correct,s2_final_first_correct_rank,s2_final_wpurity_true,s2_final_head_img_pred,s2_final_head_txt_pred,raw_img_pred,raw_txt_pred,raw_img_vote,raw_txt_vote,n_err_final_3seed,n_err_valsel_3seed
hate_video_220,1,85.602,1,16.0,0.1869,2,58,0,Blacks,0.847454,1,0,0.9,0.999876,1,1,0.9238,1,1,0.723718,1,0,0.9,0.999909,1,1,0.8619,1,1,0.807608,1,0,0.9,0.999493,1,1,0.9048,1,1,0.999859,1,0,1.0,0.999958,1,1,1.0,1,1,0.999958,1,0,1.0,0.999969,1,1,1.0,1,1,0.999958,1,0,1.0,0.999969,1,1,1.0,1,1,1,1,0.189508,0.654087,0,0
hate_video_228,1,235.819,2,212.0,0.899,7,536,0,Blacks,0.999973,1,0,1.0,0.999987,1,1,1.0,1,1,0.999968,1,0,1.0,0.999992,1,1,1.0,1,1,0.999948,1,0,1.0,0.999979,1,1,1.0,1,1,0.999934,1,0,1.0,0.999988,1,1,1.0,1,1,0.999976,1,0,1.0,0.999993,1,1,1.0,1,1,0.999976,1,0,1.0,0.999993,1,1,1.0,1,1,1,1,0.825433,0.878075,0,0
hate_video_234,1,129.164,1,124.0,0.96,6,296,0,"Blacks,Jews",0.999969,1,0,1.0,0.99999,1,1,1.0,1,1,0.999959,1,0,1.0,0.999993,1,1,1.0,1,1,0.99988,1,0,1.0,0.999972,1,1,1.0,1,1,0.999939,1,0,1.0,0.999993,1,1,1.0,1,1,0.999983,1,0,1.0,0.999994,1,1,1.0,1,1,0.999983,1,0,1.0,0.999994,1,1,1.0,1,1,1,1,0.899795,0.660327,0,0
hate_video_239,1,217.42,1,196.0,0.9015,6,604,0,Blacks,0.876168,1,0,0.95,0.999982,1,1,0.9381,1,1,0.999968,1,0,1.0,0.999986,1,1,1.0,1,1,0.933257,1,0,0.95,0.999945,1,1,0.9667,1,1,0.99997,1,0,1.0,0.999987,1,1,1.0,1,1,0.99998,1,0,1.0,0.999991,1,1,1.0,1,1,0.99998,1,0,1.0,0.999991,1,1,1.0,1,1,1,1,0.547178,0.975114,0,0
hate_video_247,1,226.9,2,211.0,0.9299,7,619,0,Jews,0.999907,1,0,1.0,0.999951,1,1,1.0,1,1,0.999897,1,0,1.0,0.999955,1,1,1.0,1,1,0.99955,1,0,1.0,0.999848,1,1,1.0,1,1,0.999896,1,0,1.0,0.999957,1,1,1.0,1,1,0.980905,1,0,0.95,0.999973,1,1,0.9905,1,1,0.980905,1,0,0.95,0.999973,1,1,0.9905,1,1,1,1,0.393659,0.943914,0,0
non_hate_video_332,0,226.068,0,0,0.0,,550,0,Others,-0.999965,0,0,1.0,0.99997,1,1,1.0,1,0,-0.999985,0,0,1.0,0.999991,1,1,1.0,1,0,-0.999961,0,0,1.0,0.999976,1,1,1.0,1,0,-0.999982,0,0,1.0,0.999988,1,1,1.0,1,0,-0.99999,0,0,1.0,0.999993,1,1,1.0,1,0,-0.99999,0,0,1.0,0.999993,1,1,1.0,1,0,1,0,0.134597,-0.911872,0,0
non_hate_video_344,0,220.428,0,0,0.0,,472,0,Others,-0.999969,0,0,1.0,0.999983,1,1,1.0,0,0,-0.999987,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999959,0,0,1.0,0.999979,1,1,1.0,0,0,-0.999984,0,0,1.0,0.999996,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999991,0,0,1.0,0.999994,1,1,1.0,0,0,0,0,-0.597419,-0.86712,0,0
non_hate_video_348,0,138.972,0,0,0.0,,27,0,Blacks,-0.999963,0,0,1.0,0.999969,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999955,0,0,1.0,0.999972,1,1,1.0,0,0,-0.99998,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999982,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999982,0,0,1.0,0.999989,1,1,1.0,0,0,0,0,-0.71093,-0.82428,0,0
non_hate_video_349,0,66.131,0,0,0.0,,3,0,Blacks,-0.999913,0,0,1.0,0.999952,1,1,1.0,0,0,-0.999954,0,0,1.0,0.999975,1,1,1.0,0,0,-0.999935,0,0,1.0,0.999965,1,1,1.0,0,0,-0.999971,0,0,1.0,0.999981,1,1,1.0,0,0,-0.999969,0,0,1.0,0.999985,1,1,1.0,0,0,-0.999969,0,0,1.0,0.999985,1,1,1.0,0,0,0,0,-0.076297,-0.584322,0,0
non_hate_video_356,0,999.432,0,0,0.0,,2375,0,Others,-0.999959,0,0,1.0,0.999982,1,1,1.0,1,0,-0.999979,0,0,1.0,0.999988,1,1,1.0,1,0,-0.999942,0,0,1.0,0.999974,1,1,1.0,0,0,-0.999984,0,0,1.0,0.999994,1,1,1.0,1,0,-0.999987,0,0,1.0,0.999996,1,1,1.0,1,0,-0.999987,0,0,1.0,0.999996,1,1,1.0,1,0,1,0,0.005765,-0.957862,0,0
hate_video_270,1,207.842,7,86.0,0.4138,2,123,0,Blacks,0.999946,1,0,1.0,0.99996,1,1,1.0,1,1,0.999946,1,0,1.0,0.999961,1,1,1.0,1,1,0.904649,1,0,0.95,0.999926,1,1,0.9524,1,1,0.952343,1,0,0.95,0.999975,1,1,0.9762,1,1,0.99998,1,0,1.0,0.999988,1,1,1.0,1,1,0.99998,1,0,1.0,0.999988,1,1,1.0,1,1,1,1,0.100902,0.700314,0,0
hate_video_273,1,181.376,4,22.0,0.1213,1,330,0,Blacks,0.999656,1,0,1.0,0.999908,1,1,1.0,0,1,0.799773,1,0,0.9,0.999832,1,1,0.9,0,1,0.656418,1,0,0.9,0.99972,1,1,0.8286,1,1,0.999745,1,0,1.0,0.999969,1,1,1.0,0,1,0.828444,1,0,0.95,0.999978,1,1,0.9143,0,1,0.828444,1,0,0.95,0.999978,1,1,0.9143,0,1,0,1,-0.039519,0.871646,0,0
hate_video_274,1,17.767,1,5.0,0.2814,2,15,0,Blacks,0.999868,1,0,1.0,0.99991,1,1,1.0,1,1,0.86656,1,0,0.95,0.999927,1,1,0.9333,1,1,0.742468,1,0,0.9,0.999792,1,1,0.8714,1,1,0.999853,1,0,1.0,0.999959,1,1,1.0,1,1,0.999962,1,0,1.0,0.999986,1,1,1.0,1,1,0.999962,1,0,1.0,0.999986,1,1,1.0,1,1,1,1,0.780588,0.704225,0,0
non_hate_video_360,0,445.375,0,0,0.0,,128,0,Others,-0.732449,0,0,0.85,0.999589,1,1,0.8667,0,0,-0.551927,0,0,0.8,0.999848,1,1,0.7762,0,0,-0.723433,0,0,0.9,0.999793,1,1,0.8619,0,0,-0.866401,0,0,0.85,0.999903,1,1,0.9333,0,0,-0.766556,0,0,0.8,0.9997,1,1,0.8857,0,0,-0.766556,0,0,0.8,0.9997,1,1,0.8857,0,0,0,1,-0.338207,0.498342,0,0
hate_video_275,1,45.014,3,10.0,0.2222,2,52,0,Blacks,0.999887,1,0,1.0,0.999958,1,1,1.0,0,1,0.999879,1,0,1.0,0.999944,1,1,1.0,0,1,0.932921,1,0,0.95,0.999792,1,1,0.9667,0,1,0.999875,1,0,1.0,0.999935,1,1,1.0,0,1,0.999957,1,0,1.0,0.999974,1,1,1.0,0,1,0.999957,1,0,1.0,0.999974,1,1,1.0,0,1,0,1,-0.525492,0.972347,0,0
hate_video_276,1,17.485,1,2.0,0.1144,1,12,0,Blacks,-0.828018,0,1,0.15,0.999728,0,7,0.0857,0,0,-0.552253,0,1,0.2,0.999922,0,3,0.2238,0,0,-0.952247,0,1,0.05,0.999925,0,16,0.0238,0,0,-0.885369,0,1,0.1,0.999847,0,14,0.0571,0,0,-0.912235,0,1,0.1,0.999712,0,13,0.0429,0,0,-0.912235,0,1,0.1,0.999712,0,13,0.0429,0,0,0,0,-0.726135,-0.318887,3,3
hate_video_277,1,283.183,4,31.0,0.1095,0,308,0,Blacks,0.86656,1,0,0.95,0.999929,1,1,0.9333,1,1,0.828452,1,0,0.9,0.999941,1,1,0.9143,1,1,0.87582,1,0,0.9,0.999878,1,1,0.9381,1,1,0.999834,1,0,1.0,0.999952,1,1,1.0,1,1,0.885667,1,0,0.95,0.99997,1,1,0.9429,1,1,0.885667,1,0,0.95,0.99997,1,1,0.9429,1,1,1,1,0.211047,0.866808,0,0
hate_video_279,1,14.467,1,8.0,0.553,4,6,0,Blacks,-0.52293,0,1,0.2,0.999772,1,1,0.2381,1,0,-0.456424,0,1,0.2,0.999673,1,1,0.2714,1,0,-0.895117,0,1,0.05,0.99992,0,10,0.0524,1,0,-0.276007,0,1,0.3,0.999933,1,1,0.3619,0,0,-0.797744,0,1,0.1,0.999792,0,6,0.1,1,0,-0.797744,0,1,0.1,0.999792,0,6,0.1,1,0,0,0,-0.22781,-0.548486,3,3
non_hate_video_376,0,829.301,0,0,0.0,,2399,0,Blacks,-0.627141,0,0,0.8,0.99909,1,1,0.8143,1,0,-0.684787,0,0,0.85,0.999836,1,1,0.8429,1,0,-0.552075,0,0,0.65,0.999755,1,1,0.7762,1,0,-0.618273,0,0,0.8,0.999817,1,1,0.8095,1,0,-0.872144,0,0,0.9,0.999613,1,1,0.9381,1,0,-0.872144,0,0,0.9,0.999613,1,1,0.9381,1,0,1,1,0.486414,0.191712,0,0
hate_video_282,1,65.622,1,10.0,0.1524,1,112,0,Blacks,0.675584,1,0,0.9,0.999574,0,2,0.8381,1,1,0.932741,1,0,0.95,0.999685,1,1,0.9667,1,1,0.653653,1,0,0.85,0.998593,1,1,0.8286,1,1,0.999752,1,0,1.0,0.999874,1,1,1.0,1,1,0.676074,1,0,0.8,0.999949,1,1,0.8381,1,1,0.676074,1,0,0.8,0.999949,1,1,0.8381,1,1,1,1,0.924826,0.44425,0,0
hate_video_283,1,271.999,8,131.0,0.4816,3,528,0,Blacks,0.9999,1,0,1.0,0.999943,1,1,1.0,1,1,0.99991,1,0,1.0,0.999956,1,1,1.0,1,1,0.790075,1,0,0.9,0.999727,1,1,0.8952,1,1,0.999905,1,0,1.0,0.999963,1,1,1.0,1,1,0.838038,1,0,0.95,0.999948,1,1,0.919,1,1,0.838038,1,0,0.95,0.999948,1,1,0.919,1,1,1,1,0.923663,0.855939,0,0
hate_video_284,1,297.314,19,75.0,0.2523,2,771,0,Blacks,0.875794,1,0,0.95,0.999826,1,1,0.9381,1,1,0.771099,1,0,0.9,0.999815,1,1,0.8857,1,1,0.693097,1,0,0.85,0.999215,1,1,0.8476,1,1,0.789616,1,0,0.9,0.999707,0,2,0.8952,1,1,0.618888,1,0,0.8,0.999872,0,2,0.8095,1,1,0.618888,1,0,0.8,0.999872,0,2,0.8095,1,1,1,1,0.032787,0.972812,0,0
non_hate_video_384,0,42.251,0,0,0.0,,141,0,Blacks,-0.999962,0,0,1.0,0.999974,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999952,0,0,1.0,0.999972,1,1,1.0,0,0,-0.999978,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999982,0,0,1.0,0.999991,1,1,1.0,0,0,-0.999982,0,0,1.0,0.999991,1,1,1.0,0,0,0,0,-0.296575,-0.926306,0,0
non_hate_video_391,0,15.07,0,0,0.0,,5,0,Blacks,-0.999957,0,0,1.0,0.999975,1,1,1.0,0,0,-0.999987,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999953,0,0,1.0,0.999967,1,1,1.0,0,0,-0.999979,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999991,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999991,1,1,1.0,0,0,0,0,-0.361745,-0.789556,0,0
non_hate_video_392,0,45.396,0,0,0.0,,0,1,Blacks,-0.999941,0,0,1.0,0.999959,1,1,1.0,0,0,-0.999976,0,0,1.0,0.999986,1,1,1.0,0,0,-0.999963,0,0,1.0,0.999974,1,1,1.0,0,0,-0.999972,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999977,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999977,0,0,1.0,0.999987,1,1,1.0,0,0,0,0,-0.322245,-0.943506,0,0
hate_video_291,1,148.708,11,104.0,0.6994,5,222,0,Blacks,0.82847,1,0,0.95,0.999957,1,1,0.9143,0,1,0.999884,1,0,1.0,0.999966,1,1,1.0,0,1,0.990204,1,0,0.95,0.999837,1,1,0.9952,0,1,0.999848,1,0,1.0,0.99993,1,1,1.0,0,1,0.99996,1,0,1.0,0.999986,1,1,1.0,0,1,0.99996,1,0,1.0,0.999986,1,1,1.0,0,1,0,1,-0.370993,0.673906,0,0
hate_video_294,1,145.367,1,140.0,0.9631,6,219,0,Blacks,0.904659,1,0,0.95,0.99995,1,1,0.9524,0,1,0.999909,1,0,1.0,0.999965,1,1,1.0,0,1,0.942653,1,0,0.95,0.999862,1,1,0.9714,0,1,0.904697,1,0,0.95,0.999964,1,1,0.9524,0,1,0.87616,1,0,0.95,0.999984,1,1,0.9381,0,1,0.87616,1,0,0.95,0.999984,1,1,0.9381,0,1,0,1,-0.455147,0.748976,0,0
hate_video_295,1,187.319,1,143.0,0.7634,5,203,0,Others,-0.538275,0,1,0.3,0.997869,0,3,0.2286,1,1,-0.292234,0,1,0.35,0.998923,0,4,0.3524,0,1,-0.542375,0,1,0.35,0.999331,0,7,0.2286,1,0,0.028928,1,0,0.45,0.999307,1,1,0.5143,0,1,-0.323523,0,1,0.4,0.99947,0,5,0.3381,0,1,-0.323523,0,1,0.4,0.99947,0,5,0.3381,0,1,1,1,0.017067,0.528708,2,3
non_hate_video_399,0,144.52,0,0,0.0,,7,0,Others,-0.541964,0,0,0.85,0.999626,0,3,0.7714,1,0,-0.466094,0,0,0.8,0.999691,1,1,0.7333,1,0,-0.514195,0,0,0.85,0.999884,1,1,0.7571,1,0,-0.599008,0,0,0.8,0.999786,1,1,0.8,1,0,-0.853144,0,0,0.9,0.999553,1,1,0.9286,1,0,-0.853144,0,0,0.9,0.999553,1,1,0.9286,1,0,1,0,0.389564,-0.78856,0,0
non_hate_video_400,0,86.486,0,0,0.0,,120,0,Blacks,0.82844,1,1,0.05,0.99992,0,3,0.0857,0,1,0.999873,1,1,0.0,0.999916,0,0,0.0,0,1,0.999306,1,1,0.0,0.999645,0,0,0.0,0,1,0.999868,1,1,0.0,0.999954,0,0,0.0,0,1,0.999954,1,1,0.0,0.999973,0,0,0.0,0,1,0.999954,1,1,0.0,0.999973,0,0,0.0,0,1,0,1,-0.585788,0.767863,3,3
hate_video_299,1,40.426,1,18.0,0.4453,3,49,0,,0.952318,1,0,0.9,0.999982,1,1,0.9762,1,1,0.885647,1,0,0.95,0.999976,1,1,0.9429,1,1,0.885556,1,0,0.95,0.99992,1,1,0.9429,1,1,0.999943,1,0,1.0,0.999984,1,1,1.0,1,1,0.999966,1,0,1.0,0.999984,1,1,1.0,1,1,0.999966,1,0,1.0,0.999984,1,1,1.0,1,1,1,1,0.933111,0.972029,0,0
hate_video_300,1,139.505,2,63.0,0.4516,2,369,0,Blacks,0.231661,1,0,0.65,0.997485,0,3,0.619,0,1,0.355103,1,0,0.75,0.998539,1,1,0.681,0,1,-0.247194,0,1,0.3,0.999588,1,1,0.3762,0,1,0.38688,1,0,0.75,0.999698,0,2,0.6952,0,1,0.475081,1,0,0.75,0.999494,0,2,0.7381,0,1,0.475081,1,0,0.75,0.999494,0,2,0.7381,0,1,0,1,-0.716253,0.476129,0,1
hate_video_303,1,215.216,1,205.0,0.9525,6,231,0,Blacks,0.542336,1,0,0.75,0.999672,0,2,0.7714,0,1,0.637305,1,0,0.9,0.999855,0,2,0.819,0,1,0.797847,1,0,0.9,0.999268,1,1,0.9,0,1,0.760789,1,0,0.9,0.999839,1,1,0.881,0,1,0.904673,1,0,0.95,0.999946,1,1,0.9524,0,1,0.904673,1,0,0.95,0.999946,1,1,0.9524,0,1,0,1,-0.494305,0.968354,0,0
hate_video_304,1,238.887,2,31.0,0.1298,0,119,0,Muslims,-0.999881,0,1,0.0,0.999939,0,0,0.0,0,0,-0.895197,0,1,0.05,0.999967,0,10,0.0524,0,0,-0.742785,0,1,0.1,0.99995,0,5,0.1286,0,0,-0.999958,0,1,0.0,0.999982,0,0,0.0,1,0,-0.961854,0,1,0.05,0.99996,0,17,0.019,1,0,-0.961854,0,1,0.05,0.99996,0,17,0.019,1,0,1,0,0.001396,-0.673905,3,3
non_hate_video_413,0,33.288,0,0,0.0,,3,0,Others,-0.999962,0,0,1.0,0.999976,1,1,1.0,0,0,-0.999974,0,0,1.0,0.999981,1,1,1.0,0,0,-0.999964,0,0,1.0,0.999974,1,1,1.0,0,0,-0.999974,0,0,1.0,0.999987,1,1,1.0,0,0,-0.999968,0,0,1.0,0.999984,1,1,1.0,0,0,-0.999968,0,0,1.0,0.999984,1,1,1.0,0,0,0,0,-0.657919,-0.753394,0,0
non_hate_video_415,0,135.287,0,0,0.0,,127,0,Others,-0.999939,0,0,1.0,0.999955,1,1,1.0,0,0,-0.999977,0,0,1.0,0.999986,1,1,1.0,0,0,-0.876138,0,0,0.9,0.999953,1,1,0.9381,0,0,-0.895206,0,0,0.95,0.999983,1,1,0.9476,0,0,-0.876151,0,0,0.95,0.999978,1,1,0.9381,0,0,-0.876151,0,0,0.95,0.999978,1,1,0.9381,0,0,0,0,-0.507681,-0.583393,0,0
non_hate_video_417,0,220.891,0,0,0.0,,433,0,Others,-0.999848,0,0,1.0,0.99995,1,1,1.0,1,0,-0.961835,0,0,0.95,0.999948,1,1,0.981,1,0,-0.790391,0,0,0.8,0.999951,1,1,0.8952,1,0,-0.999936,0,0,1.0,0.999977,1,1,1.0,1,0,-0.828514,0,0,0.95,0.999965,1,1,0.9143,1,0,-0.828514,0,0,0.95,0.999965,1,1,0.9143,1,0,1,0,0.348923,-0.054377,0,0
non_hate_video_423,0,196.083,0,0,0.0,,178,0,Others,-0.999976,0,0,1.0,0.999985,1,1,1.0,0,0,-0.99999,0,0,1.0,0.999995,1,1,1.0,0,0,-0.99996,0,0,1.0,0.99997,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999994,1,1,1.0,0,0,-0.999992,0,0,1.0,0.999996,1,1,1.0,0,0,-0.999992,0,0,1.0,0.999996,1,1,1.0,0,0,0,0,-0.70524,-0.774542,0,0
non_hate_video_431,0,70.267,0,0,0.0,,3,0,Others,-0.99997,0,0,1.0,0.999981,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999962,0,0,1.0,0.999973,1,1,1.0,0,0,-0.999983,0,0,1.0,0.999991,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999988,0,0,1.0,0.999993,1,1,1.0,0,0,0,0,-0.799349,-0.929837,0,0
non_hate_video_432,0,444.834,0,0,0.0,,212,0,Others,-0.952197,0,0,0.95,0.999866,1,1,0.9762,1,0,-0.999927,0,0,1.0,0.999952,1,1,1.0,1,0,-0.933209,0,0,0.95,0.999914,1,1,0.9667,0,0,-0.780903,0,0,0.9,0.99996,1,1,0.8905,1,0,-0.733087,0,0,0.9,0.99987,1,1,0.8667,1,0,-0.733087,0,0,0.9,0.99987,1,1,0.8667,1,0,0,1,-0.105998,0.07826,0,0
hate_video_317,1,98.722,1,72.0,0.7293,5,197,0,Whites,-0.790174,0,1,0.1,0.999828,0,5,0.1048,0,0,-0.999857,0,1,0.0,0.999928,0,0,0.0,0,0,-0.666467,0,1,0.2,0.999837,0,3,0.1667,0,0,-0.561618,0,1,0.2,0.999908,0,4,0.219,1,0,-0.731181,0,1,0.1,0.999695,0,4,0.1333,0,0,-0.731181,0,1,0.1,0.999695,0,4,0.1333,0,0,0,0,-0.136194,-0.009093,3,3
hate_video_318,1,17.578,1,16.0,0.9102,6,52,0,Blacks,0.971365,1,0,0.95,0.99997,1,1,0.9857,0,1,0.904702,1,0,0.95,0.999975,1,1,0.9524,0,1,0.942691,1,0,0.95,0.999902,1,1,0.9714,0,1,0.923764,1,0,0.95,0.999985,1,1,0.9619,0,1,0.999964,1,0,1.0,0.999984,1,1,1.0,0,1,0.999964,1,0,1.0,0.999984,1,1,1.0,0,1,0,1,-0.502725,0.943004,0,0
non_hate_video_441,0,208.598,0,0,0.0,,402,0,Jews,-0.694554,0,0,0.8,0.999648,1,1,0.8476,0,0,-0.685447,0,0,0.8,0.999892,1,1,0.8429,0,0,-0.694978,0,0,0.8,0.999829,1,1,0.8476,0,0,-0.770763,0,0,0.9,0.999884,1,1,0.8857,0,0,-0.502694,0,0,0.75,0.999739,1,1,0.7524,0,0,-0.502694,0,0,0.75,0.999739,1,1,0.7524,0,0,0,1,-0.535507,0.543322,0,0
hate_video_321,1,127.449,1,115.0,0.9023,6,195,0,Blacks,0.513823,1,0,0.75,0.999749,1,1,0.7571,1,1,0.635781,1,0,0.85,0.999605,0,2,0.819,1,1,0.826635,1,0,0.95,0.999558,1,1,0.9143,1,1,0.8182,1,0,0.9,0.99975,1,1,0.9095,1,1,0.875791,1,0,0.95,0.999887,1,1,0.9381,1,1,0.875791,1,0,0.95,0.999887,1,1,0.9381,1,1,0,1,-0.233386,0.777018,0,0
non_hate_video_444,0,122.811,0,0,0.0,,161,0,Others,-0.809357,0,0,0.9,0.999913,1,1,0.9048,0,0,-0.904662,0,0,0.95,0.999952,1,1,0.9524,0,0,-0.999889,0,0,1.0,0.999935,1,1,1.0,0,0,-0.980815,0,0,0.95,0.999948,1,1,0.9905,0,0,-0.666418,0,0,0.8,0.999896,1,1,0.8333,0,0,-0.666418,0,0,0.8,0.999896,1,1,0.8333,0,0,0,0,-0.493084,-0.000254,0,0
hate_video_327,1,44.971,1,41.0,0.9117,6,96,0,Whites,0.837936,1,0,0.9,0.999926,1,1,0.919,1,1,0.895001,1,0,0.95,0.999891,1,1,0.9476,1,1,0.92287,1,0,0.9,0.999679,1,1,0.9619,1,1,0.904631,1,0,0.9,0.999961,1,1,0.9524,1,1,0.818998,1,0,0.95,0.999973,1,1,0.9095,1,1,0.818998,1,0,0.95,0.999973,1,1,0.9095,1,1,1,1,0.477234,0.75066,0,0
hate_video_329,1,7.129,1,5.0,0.7014,5,0,1,Blacks,-0.714126,0,1,0.1,0.999914,1,1,0.1429,0,0,-0.838004,0,1,0.05,0.999957,0,4,0.081,0,0,-0.580898,0,1,0.2,0.999987,1,1,0.2095,1,0,-0.790336,0,1,0.1,0.999958,0,3,0.1048,1,0,-0.618817,0,1,0.15,0.999942,0,3,0.1905,1,0,-0.618817,0,1,0.15,0.999942,0,3,0.1905,1,0,0,0,-0.04929,-0.318483,3,3
hate_video_330,1,208.28,1,189.0,0.9074,6,288,0,"Blacks,Muslims",0.799976,1,0,0.9,0.999983,1,1,0.9,1,1,0.933301,1,0,0.95,0.999986,1,1,0.9667,1,1,0.86656,1,0,0.95,0.999925,1,1,0.9333,1,1,0.971388,1,0,0.95,0.999984,1,1,0.9857,1,1,0.895217,1,0,0.95,0.999986,1,1,0.9476,1,1,0.895217,1,0,0.95,0.999986,1,1,0.9476,1,1,1,1,0.909323,0.965619,0,0
non_hate_video_456,0,8.384,0,0,0.0,,10,0,Others,-0.999958,0,0,1.0,0.999975,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999974,0,0,1.0,0.999984,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999993,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999993,1,1,1.0,0,0,0,0,-0.828809,-0.719141,0,0
hate_video_337,1,112.548,1,109.0,0.9685,7,240,0,Blacks,0.83802,1,0,0.95,0.999951,1,1,0.919,1,1,0.8285,1,0,0.95,0.999952,1,1,0.9143,1,1,0.761333,1,0,0.9,0.999694,1,1,0.881,1,1,0.999879,1,0,1.0,0.999964,1,1,1.0,1,1,0.819021,1,0,0.95,0.999984,1,1,0.9095,1,1,0.819021,1,0,0.95,0.999984,1,1,0.9095,1,1,1,1,0.576727,0.951935,0,0
non_hate_video_458,0,226.349,0,0,0.0,,6,0,Muslims,-0.723366,0,0,0.85,0.999757,1,1,0.8619,0,0,-0.685418,0,0,0.8,0.999768,1,1,0.8429,0,0,-0.733247,0,0,0.9,0.999929,1,1,0.8667,0,0,-0.914058,0,0,0.95,0.999953,1,1,0.9571,0,0,-0.836986,0,0,0.9,0.99975,1,1,0.919,0,0,-0.836986,0,0,0.9,0.99975,1,1,0.919,0,0,0,0,-0.401574,-0.607063,0,0
non_hate_video_459,0,142.379,0,0,0.0,,156,0,Others,-0.856931,0,0,0.9,0.999908,1,1,0.9286,0,0,-0.999899,0,0,1.0,0.999942,1,1,1.0,0,0,-0.847485,0,0,0.95,0.999933,1,1,0.9238,0,0,-0.999918,0,0,1.0,0.999967,1,1,1.0,0,0,-0.999915,0,0,1.0,0.999963,1,1,1.0,0,0,-0.999915,0,0,1.0,0.999963,1,1,1.0,0,0,0,0,-0.093693,-0.315848,0,0
non_hate_video_471,0,13.342,0,0,0.0,,15,0,Jews,-0.999965,0,0,1.0,0.999975,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999989,1,1,1.0,0,0,-0.999966,0,0,1.0,0.999975,1,1,1.0,0,0,-0.999985,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999984,0,0,1.0,0.999992,1,1,1.0,0,0,-0.999984,0,0,1.0,0.999992,1,1,1.0,0,0,0,0,-0.755171,-0.52479,0,0
hate_video_347,1,13.76,1,13.0,0.9448,7,28,0,Blacks,0.701061,1,0,0.85,0.998529,1,1,0.8524,0,1,0.559501,1,0,0.75,0.999565,0,2,0.781,0,1,0.341709,1,0,0.65,0.998767,1,1,0.6714,0,1,0.512269,1,0,0.8,0.999693,1,1,0.7571,0,1,0.475379,1,0,0.75,0.999826,0,2,0.7381,0,1,0.475379,1,0,0.75,0.999826,0,2,0.7381,0,1,0,1,-0.328255,0.72629,0,0
hate_video_348,1,41.972,1,28.0,0.6671,4,72,0,Blacks,0.999941,1,0,1.0,0.999966,1,1,1.0,1,1,0.971362,1,0,0.95,0.999945,1,1,0.9857,1,1,0.999865,1,0,1.0,0.999927,1,1,1.0,1,1,0.952324,1,0,0.95,0.999968,1,1,0.9762,1,1,0.971396,1,0,0.95,0.999977,1,1,0.9857,1,1,0.971396,1,0,0.95,0.999977,1,1,0.9857,1,1,1,1,0.278437,0.971722,0,0
