2026/08/06 08:25:44 INFO  : Using sha1 for hash comparisons
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_215.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_216.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_217.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_218.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_219.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_22.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_220.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_221.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_222.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_223.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_224.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_225.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_226.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_227.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_228.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_229.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_23.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_230.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_231.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_232.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_233.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_234.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_235.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_236.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_237.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_238.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_239.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_24.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_240.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_241.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_242.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_243.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_244.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_245.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_246.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_247.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_248.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_249.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_25.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_250.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_251.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_252.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_253.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_254.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_255.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_256.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_257.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_258.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_259.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_26.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_260.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_261.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_262.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_263.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_264.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_265.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_266.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_267.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_268.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_269.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_27.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_270.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_271.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_272.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_273.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_274.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_275.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_276.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_277.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_278.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_279.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_28.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_280.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_281.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_282.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_283.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_284.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_285.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_286.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_287.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_288.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_289.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_29.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_290.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_291.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_292.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_293.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_294.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_295.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_296.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_297.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_298.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_299.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_3.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_30.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_300.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_301.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_302.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_303.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_304.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_305.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_306.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_307.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_308.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_309.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_31.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_310.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_311.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_312.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_313.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_314.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_315.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_316.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_317.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_318.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_319.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_32.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_320.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_321.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_322.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_323.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_324.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_325.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_326.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_327.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_328.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_329.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_33.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_330.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_331.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_332.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_333.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_334.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_335.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_336.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_337.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_338.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_339.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_34.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_340.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_341.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_342.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_343.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_344.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_345.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_346.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_347.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_348.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_349.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_35.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_350.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_351.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_352.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_353.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_354.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_355.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_356.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_357.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_358.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_359.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_36.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_360.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_361.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_362.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_363.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_364.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_365.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_366.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_367.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_368.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_369.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_37.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_370.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_371.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_372.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_373.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_374.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_375.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_376.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_377.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_378.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_379.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_38.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_380.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_381.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_382.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_383.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_384.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_385.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_386.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_387.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_388.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_389.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_39.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_390.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_391.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_392.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_393.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_394.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_395.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_396.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_397.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_398.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_399.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_4.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_40.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_400.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_401.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_402.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_403.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_404.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_405.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_406.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_407.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_408.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_409.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_41.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_410.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_411.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_412.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_413.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_414.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_415.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_416.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_417.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_418.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_419.mp4: Can't follow symlink without -L/--copy-links
2026/08/06 08:26:09 NOTICE: data/video/ImpliHateVid/All/NH_42.mp4: Can't follow symlink without -L/--copy-links
